* IconID;Description;Color;IconClass;Nation;Chassis;IconStyle
JK582;Inzhenernye Voiska / Sapery 1950 (Bridging Engineers x3);brown;Bridging Engineer Infantry;Cold War USSR (Soviet Union);;Default
JK583;Gornostrelkovy 1950 (Mountain Infantry x3);brown;Mountain Infantry;Cold War USSR (Soviet Union);;Default
JK584;Vozdushno-desantnye Voyska (VDV) Parachutistsy 1950 (Paratrooper Infantry x3);brown;Paratrooper Infantry;Cold War USSR (Soviet Union);;Default
JK586;Spetsnaz 1950 (Elite Infantry x3);olive/camo;Elite Infantry;Cold War USSR (Soviet Union);;Default
JK588;Pogranichnye Voiska 1950 (Militia Infantry x3);brown;Militia Infantry;Cold War USSR (Soviet Union) KGB;;Default
JK59;Fiat-SPA TM40 Tractor (open) (mod. JK58);grey;TPT (4 wheels);WW2 All Nations;TM40;Pat
JK590;Jager (Light Infantry x3);grey/olive;Regular Infantry;Cold War West Germany (BRD);;Obsolete
JK593;Polizei (Militia Infantry x3);grey;Militia Infantry;Cold War West Germany (BRD);;Obsolete
JK598;Generalny Shtab / Komandovaniye 1950 (HQ Command Infantry x3) + Radio;brown;HQ Infantry;Cold War USSR (Soviet Union);;Default
JK599;Gvardeiskaya 1950 (Elite Infantry x3);brown;Elite Infantry;Cold War USSR (Soviet Union);;Default
JK60;Berliet CBA;green;TPT (4 wheels);WW1 All Nations;;Juankar
JK609;Centurion Mk V;green;Tank;Cold War All Nations;Centurion;Default
JK61;Berliet CBA;grey;TPT (4 wheels);WW1 All Nations;;Juankar
JK610;Centurion Mk V (mod. JK609);brown;Tank;Cold War All Nations;Centurion;Default
JK611;Centurion Mk V (mod. JK609);sand;Tank;Cold War All Nations;Centurion;Default
JK612;M60A1 Super Patton;green;Tank;Cold War All Nations;Patton;Default
JK613;M60A1 Super Patton (mod. JK612);brown;Tank;Cold War All Nations;Patton;Default
JK614;M60A1 Super Patton (mod. JK612);sand;Tank;Cold War All Nations;Patton;Default
JK615;AMX-13/90 modele 52 (mod. TI034);green;Tank;Cold War All Nations;AMX-13;Yakobinets
JK616;AMX-13/90 modele 52 (mod. JK615);brown;Tank;Cold War All Nations;AMX-13;Yakobinets
JK617;AMX-13/90 modele 52 (mod. JK615);sand;Tank;Cold War All Nations;AMX-13;Yakobinets
JK618;M47 Patton (mod. PeG TI043);green;Tank;Cold War All Nations;Patton;Yakobinets
JK619;M47 Patton (mod. JK618);brown;Tank;Cold War All Nations;Patton;Yakobinets
JK62;Berliet CBA + Small Caliber AT Gun / AAMG;sand;SPAT (4 wheels);WW1 All Nations;;Juankar
JK620;M47 Patton (mod. JK618);sand;Tank;Cold War All Nations;Patton;Yakobinets
JK621;M109 155 mm SPH;green;SPArty (track);Cold War All Nations;M109;Default
JK622;M109 155 mm SPH (mod. JK621);brown;SPArty (track);Cold War All Nations;M109;Default
JK623;M109 155 mm SPH (mod. JK621);sand;SPArty (track);Cold War All Nations;M109;Default
JK624;UAZ 469;green;TPT (jeep);Cold War All Nations;UAZ 469;Default
JK625;UAZ 469;brown;TPT (jeep);Cold War All Nations;UAZ 469;Default
JK626;UAZ 469;sand;TPT (jeep);Cold War All Nations;UAZ 469;Default
JK627;9P31 BRDM-2 + Strela-1 (SA-9 Gaskin);green;SPAD (missile) (amphibious);Cold War All Nations;BRDM;Default
JK628;9P31 BRDM-2 + Strela-1 (SA-9 Gaskin) (mod. JK627);brown;SPAD (missile) (amphibious);Cold War All Nations;BRDM;Default
JK629;9P31 BRDM-2 + Strela-1 (SA-9 Gaskin) (mod. JK627);sand;SPAD (missile) (amphibious);Cold War All Nations;BRDM;Default
JK63;Berliet CBA (open);light grey;TPT (4 wheels);WW1 All Nations;;Juankar
JK630;T-10 (mod. TI234);green;Tank;Cold War All Nations;IS;Yakobinets
JK631;T-10 (mod. JK630);brown;Tank;Cold War All Nations;IS;Yakobinets
JK632;T-10 (mod. JK630);sand;Tank;Cold War All Nations;IS;Yakobinets
JK633;BTR-152A + ZPTU-2 (2 x 14.5 mm KPV AAMG);green;SPAD (6 wheels);Cold War All Nations;ZIS-151;Default
JK634;BTR-152A + ZPTU-2 (2 x 14.5 mm KPV AAMG) (mod. JK633);brown;SPAD (6 wheels);Cold War All Nations;ZIS-151;Default
JK635;BTR-152A + ZPTU-2 (2 x 14.5 mm KPV AAMG) (mod. JK633);sand;SPAD (6 wheels);Cold War All Nations;ZIS-151;Default
JK636;BMP-1 (mod. PeG TI021);green;APC (amphibious);Cold War All Nations;BMP-1;Default
JK637;BMP-1 (mod. JK636);brown;APC (amphibious);Cold War All Nations;BMP-1;Default
JK638;BMP-1 (mod. JK636);sand;APC (amphibious);Cold War All Nations;BMP-1;Default
JK639;BRDM-1 (BTR-40P);green;Armored Car (amphibious);Cold War All Nations;BRDM;Default
JK64;Berliet CBA (open);grey/olive;TPT (4 wheels);WW1 All Nations;;Juankar
JK640;BRDM-1 (BTR-40P) (mod. JK639);brown;Armored Car (amphibious);Cold War All Nations;BRDM;Default
JK641;BRDM-1 (BTR-40P) (mod. JK639);sand;Armored Car (amphibious);Cold War All Nations;BRDM;Default
JK642;PT-76;green;Tank;Cold War All Nations;PT-76;Default
JK643;PT-76 (mod. JK642);brown;Tank;Cold War All Nations;PT-76;Default
JK644;PT-76 (mod. JK642);sand;Tank;Cold War All Nations;PT-76;Default
JK645;2P32 BRDM-1 (BTR-40P) + Falanga ATGM;green;SPAT (missile) (amphibious);Cold War All Nations;BRDM;Default
JK646;2P32 BRDM-1 (BTR-40P) + Falanga ATGM (mod. JK645);brown;SPAT (missile) (amphibious);Cold War All Nations;BRDM;Default
JK647;2P32 BRDM-1 (BTR-40P) + Falanga ATGM (mod. JK645);sand;SPAT (missile) (amphibious);Cold War All Nations;BRDM;Default
JK648;AMX-105A modele 50;green;SPArty (track);Cold War All Nations;AMX-13;Yakobinets
JK649;AMX-105A modele 50 (mod. PeG TI533);brown;SPArty (track);Cold War All Nations;AMX-13;Yakobinets
JK65;Berliet CBA + Medium Caliber AT Gun;sand;SPAT (4 wheels);WW1 All Nations;;Juankar
JK650;AMX-105A modele 50 (mod. PeG TI533);sand;SPArty (track);Cold War All Nations;AMX-13;Yakobinets
JK651;M110 8 inch (203 mm) SPH (mod. TI053);green;SPArty (track);Cold War All Nations;M107;Yakobinets
JK652;M110 8 inch (203 mm) SPH (mod. JK651);brown;SPArty (track);Cold War All Nations;M107;Yakobinets
JK653;M110 8 inch (203 mm) SPH (mod. JK651);sand;SPArty (track);Cold War All Nations;M107;Yakobinets
JK654;M1A2 Abrams;green;Tank;Cold War / 2000 All Nations;Abrams;Default
JK655;M1A2 Abrams (mod. JK654);brown;Tank;Cold War / 2000 All Nations;Abrams;Default
JK656;M1A2 Abrams (mod. JK654);sand;Tank;Cold War / 2000 All Nations;Abrams;Default
JK657;Leopard 2A1 (mod. YA059);green;Tank;Cold War All Nations;Leopard;Yakobinets
JK658;Leopard 2A1 (mod. JK657);brown;Tank;Cold War All Nations;Leopard;Yakobinets
JK659;Leopard 2A1 (mod. JK657);sand;Tank;Cold War All Nations;Leopard;Yakobinets
JK66;Berliet CBA + Medium Caliber AT Gun;green;SPAT (4 wheels);WW1 All Nations;;Juankar
JK660;Leopard 2A1 (mod. JK657);grey;Tank;Cold War All Nations;Leopard;Yakobinets
JK661;Leopard 1A2 (mod. JK664);green;Tank;Cold War All Nations;Leopard;Yakobinets
JK662;Leopard 1A2 (mod. JK664);brown;Tank;Cold War All Nations;Leopard;Yakobinets
JK663;Leopard 1A2 (mod. JK664);sand;Tank;Cold War All Nations;Leopard;Yakobinets
JK664;Leopard 1A2 (mod. PeG YA170);grey;Tank;Cold War All Nations;Leopard;Yakobinets
JK665;Leopard 2A5;green;Tank;Cold War / 2000 All Nations;Leopard;Default
JK666;Leopard 2A5 (mod. JK665);brown;Tank;Cold War / 2000 All Nations;Leopard;Default
JK667;Leopard 2A5 (mod. JK665);sand;Tank;Cold War / 2000 All Nations;Leopard;Default
JK668;Leopard 2A5 (mod. JK665);grey;Tank;Cold War / 2000 All Nations;Leopard;Default
JK669;M113 (mod. JK566);grey;APC (track);Cold War All Nations;M113;Default
JK67;Berliet CBA + Small Caliber AT Gun / AAMG;grey;SPAT (4 wheels);WW1 All Nations;;Juankar
JK670;M48A2 Patton (mod. JK569);grey;Tank;Cold War All Nations;Patton;Default
JK671;M47 Patton (mod. JK618);grey;Tank;Cold War All Nations;Patton;Yakobinets
JK672;M109 155 mm SPH (mod. JK621);grey;SPArty (track);Cold War All Nations;M109;Default
JK673;M110 8 inch (203 mm) SPH (mod. PeG TI491);grey;SPArty (track);Cold War All Nations;M107;Yakobinets
JK674;IS-2 (mod. PeG TI081);green;Tank;WW2 / Cold War All Nations;IS;Yakobinets
JK675;IS-2 (mod. JK674);brown;Tank;WW2 / Cold War All Nations;IS;Yakobinets
JK676;IS-2 (mod. JK674);sand;Tank;WW2 / Cold War All Nations;IS;Yakobinets
JK677;MIM-23 Hawk (mod. PeG TI264);green;Towed AD (missile);Cold War All Nations;;Yakobinets
JK678;MIM-23 Hawk (mod. PeG TI297);brown;Towed AD (missile);Cold War All Nations;;Yakobinets
JK679;MIM-23 Hawk (mod. PeG TI297);sand;Towed AD (missile);Cold War All Nations;;Yakobinets
JK68;Berliet CBA + Medium Caliber AT Gun;grey;SPAT (4 wheels);WW1 All Nations;;Juankar
JK680;MIM-23 Hawk (mod. PeG TI493);grey;Towed AD (missile);Cold War All Nations;;Yakobinets
JK681;M1025 HMMWV Humvee Scout;green;TPT (jeep);Cold War All Nations;Humvee;Juankar
JK682;M1025 HMMWV Humvee Scout (mod. JK681);brown;TPT (jeep);Cold War All Nations;Humvee;Juankar
JK683;M1025 HMMWV Humvee Scout (mod. JK681);sand;TPT (jeep);Cold War All Nations;Humvee;Juankar
JK69;Berliet CBA + Medium Caliber AA Gun;sand;SPAD (4 wheels);WW1 All Nations;;Juankar
JK70;Berliet CBA + Medium Caliber AA Gun;green;SPAD (4 wheels);WW1 All Nations;;Juankar
JK706;Militia Infantry 1948 (x3);olive/brown;Militia Infantry;Cold War Syria;;Obsolete
JK71;Berliet CBA + Medium Caliber AA Gun;grey;SPAD (4 wheels);WW1 All Nations;;Juankar
JK711;Infantry 1948 (x3);olive/sand;Regular Infantry;Cold War Jordan;;Default
JK712;Infantry 1967 (x3);olive/sand;Regular Infantry;Cold War Jordan;;Default
JK713;AT Infantry 1948 (x3);olive/sand;AT Infantry;Cold War Jordan;;Default
JK714;AT Infantry 1967 (x3);olive/sand;AT Infantry;Cold War Jordan;;Default
JK715;Sappers / Pioneers 1948 (Bridging Engineers x3);olive/sand;Bridging Engineer Infantry;Cold War Jordan;;Default
JK716;Sappers / Pioneers 1967 (Bridging Engineers x3);olive/sand;Bridging Engineer Infantry;Cold War Jordan;;Default
JK717;Arab Legion 1967 (Elite Infantry x3);olive/sand;Elite Infantry;Cold War Jordan;;Default
JK718;HQ Command Infantry 1948 (x3) + Radio;olive/sand;HQ Infantry;Cold War Jordan;;Default
JK719;HQ Command Infantry 1967 (x3) + Radio;olive/sand;HQ Infantry;Cold War Jordan;;Default
JK720;Paratrooper Infantry 1950 (x3);olive/sand;Paratrooper Infantry;Cold War Jordan;;Default
JK721;Paratrooper Infantry 1967 (x3);olive/sand;Paratrooper Infantry;Cold War Jordan;;Default
JK722;Commandos (Elite Infantry x3);olive;Elite Infantry;Cold War Jordan;;Obsolete
JK723;Guard 1967 (Light Infantry x3);olive/sand;Regular Infantry;Cold War Jordan;;Default
JK724;Militia Infantry 1948 (x3);olive/sand;Militia Infantry;Cold War Jordan;;Default
JK725;Camel Troops (x2);olive/sand;Camelry;Cold War Jordan;Camel;Default
JK726;Motorcycle Riders (Motorcycle x3);olive/sand;Motorcyclist;Cold War Jordan;Moto;Default
JK727;Boeing CH-47 Chinook;green;Helo (transport);Cold War All Nations;CH-47;Default
JK728;Boeing CH-47 Chinook (mod. JK727);brown;Helo (transport);Cold War All Nations;CH-47;Default
JK729;Boeing CH-47 Chinook (mod. JK727);sand;Helo (transport);Cold War All Nations;CH-47;Default
JK73;Gvardeisky Desantny (Assault Engineers x3);olive;Engineer Infantry;WW1 Russia (Empire);;Obsolete
JK730;Boeing CH-47 Chinook (mod. JK727);grey;Helo (transport);Cold War All Nations;CH-47;Default
JK731;Bell UH-1 Iroquois (Huey) / Agusta-Bell 205;green;Helo (transport);Cold War All Nations;Bell 204;Default
JK732;Bell UH-1 Iroquois (Huey) / Agusta-Bell 205 (mod. JK731);brown;Helo (transport);Cold War All Nations;Bell 204;Default
JK733;Bell UH-1 Iroquois (Huey) / Agusta-Bell 205 (mod. JK731);sand;Helo (transport);Cold War All Nations;Bell 204;Default
JK734;Bell UH-1 Iroquois (Huey) / Dornier UH-1D (mod. JK731);grey;Helo (transport);Cold War All Nations;Bell 204;Default
JK735;SA 313 (SE 3130) Alouette II (mod. PeG TI119);green;Helo (scout);Cold War All Nations;;Yakobinets
JK736;SA 313 (SE 3130) Alouette II (mod. JK735);brown;Helo (scout);Cold War All Nations;;Yakobinets
JK737;SA 313 (SE 3130) Alouette II (mod. JK735);sand;Helo (scout);Cold War All Nations;;Yakobinets
JK738;SA 313 (SE 3130) Alouette II (mod. JK735);grey;Helo (scout);Cold War All Nations;;Yakobinets
JK739;SA 316 Alouette III (mod. PeG TI176);green;Helo (transport);Cold War All Nations;;Yakobinets
JK740;SA 316 Alouette III (mod. JK739);brown;Helo (transport);Cold War All Nations;;Yakobinets
JK741;SA 316 Alouette III (mod. JK739);sand;Helo (transport);Cold War All Nations;;Yakobinets
JK742;SA 316 Alouette III (mod. JK739);grey;Helo (transport);Cold War All Nations;;Yakobinets
JK743;Mil Mi-4 Hound (mod. PeG TI124);green;Helo (transport);Cold War All Nations;;Yakobinets
JK744;Mil Mi-4 Hound (mod. PeG TI592);brown;Helo (transport);Cold War All Nations;;Yakobinets
JK745;Mil Mi-4 Hound (mod. PeG TI592);sand;Helo (transport);Cold War All Nations;;Yakobinets
JK746;Sikorsky H-34 (S-58) Choctaw (mod. PeG TI428);green;Helo (transport);Cold War All Nations;;Yakobinets
JK747;Sikorsky H-34 (S-58) Choctaw (mod. PeG TI594);brown;Helo (transport);Cold War All Nations;;Yakobinets
JK748;Sikorsky H-34 (S-58) Choctaw (mod. PeG TI594);sand;Helo (transport);Cold War All Nations;;Yakobinets
JK749;Sikorsky H-34 (S-58) Choctaw (mod. PeG TI502);grey;Helo (transport);Cold War All Nations;;Yakobinets
JK750;Westland Lynx HAS.3 (Navy) (mod. JK751);green;Helo (attack);Cold War All Nations;;Yakobinets
JK751;Westland Lynx HAS.3 (Navy) (mod. PeG TI224);brown;Helo (attack);Cold War All Nations;;Yakobinets
JK752;Westland Lynx HAS.3 (Navy) (mod. JK751);sand;Helo (attack);Cold War All Nations;;Yakobinets
JK753;Westland Lynx HAS.3 (Navy) (mod. JK751);grey;Helo (attack);Cold War All Nations;;Yakobinets
JK754;Mil Mi-8M / Mi-17 Hip;green;Helo (transport);Cold War All Nations;Mi-8;Default
JK755;Mil Mi-8M / Mi-17 Hip (mod. JK754);brown;Helo (transport);Cold War All Nations;Mi-8;Default
JK756;Mil Mi-8M / Mi-17 Hip (mod. JK754);sand;Helo (transport);Cold War All Nations;Mi-8;Default
JK757;Mil Mi-8M / Mi-17 Hip (mod. JK754);grey;Helo (transport);Cold War All Nations;Mi-8;Default
JK758;Bell AH-1 Cobra;green;Helo (attack);Cold War All Nations;AH-1;Default
JK759;Bell AH-1 Cobra (mod. JK758);brown;Helo (attack);Cold War All Nations;AH-1;Default
JK76;Viuchny (Mule Pack x1);;TPT Animal Pack;WW1 Russia (Empire);Mule;Juankar
JK760;Bell AH-1 Cobra (mod. JK758);sand;Helo (attack);Cold War All Nations;AH-1;Default
JK761;FV 510 Warrior (mod. YA268);green;APC (track);Cold War All Nations;;Yakobinets
JK762;FV 510 Warrior (mod. JK761);brown;APC (track);Cold War All Nations;;Yakobinets
JK763;FV 510 Warrior (mod. JK761);sand;APC (track);Cold War All Nations;;Yakobinets
JK764;M163 VADS Vulcan;green;SPAD (track);Cold War All Nations;M113;Default
JK765;M163 VADS Vulcan (mod. JK764);brown;SPAD (track);Cold War All Nations;M113;Default
JK766;M163 VADS Vulcan (mod. JK764);sand;SPAD (track);Cold War All Nations;M113;Default
JK767;M113A2 + BGM-71 TOW;green;SPAT (missile) (track);Cold War All Nations;M113;Default
JK768;M113A2 + BGM-71 TOW (mod. JK767);brown;SPAT (missile) (track);Cold War All Nations;M113;Default
JK769;M113A2 + BGM-71 TOW (mod. JK767);sand;SPAT (missile) (track);Cold War All Nations;M113;Default
JK77;Berliet CBA;sand;TPT (4 wheels);WW1 All Nations;;Juankar
JK770;M113 ADATS;green;SPAD (missile) (track);Cold War All Nations;M113;Default
JK771;M113 ADATS (mod. JK770);brown;SPAD (missile) (track);Cold War All Nations;M113;Default
JK772;M113 ADATS (mod. JK770);sand;SPAD (missile) (track);Cold War All Nations;M113;Default
JK773;M113A3;green;APC (track);Cold War All Nations;M113;Default
JK774;M113A3 (mod. JK773);brown;APC (track);Cold War All Nations;M113;Default
JK775;M113A3 (mod. JK773);sand;APC (track);Cold War All Nations;M113;Default
JK776;M113A3 (mod. JK773);grey;APC (track);Cold War All Nations;M113;Default
JK777;M2 Bradley;green;APC (track);Cold War All Nations;Bradley;Default
JK778;M2 Bradley (mod. JK777);brown;APC (track);Cold War All Nations;Bradley;Default
JK779;M2 Bradley (mod. JK777);sand;APC (track);Cold War All Nations;Bradley;Default
JK78;Hohei 1900 (Infantry x3);blue/white;Regular Infantry;WW1 Japan;;Default
JK780;M6 Linebacker;green;SPAD (missile) (track);Cold War All Nations;Bradley;Default
JK781;M6 Linebacker (mod. JK780);brown;SPAD (missile) (track);Cold War All Nations;Bradley;Default
JK782;M6 Linebacker (mod. JK780);sand;SPAD (missile) (track);Cold War All Nations;Bradley;Default
JK783;FV 432;green;APC (track);Cold War All Nations;;Yakobinets
JK784;FV 432;brown;APC (track);Cold War All Nations;;Yakobinets
JK785;FV 432;sand;APC (track);Cold War All Nations;;Yakobinets
JK786;FV 432 + L6 Wombat;green;SPAT (track);Cold War All Nations;;Yakobinets
JK787;FV 432 + L6 Wombat;brown;SPAT (track);Cold War All Nations;;Yakobinets
JK788;FV 432 + L6 Wombat;sand;SPAT (track);Cold War All Nations;;Yakobinets
JK789;Infantry 1960 (x3) - tropical;khaki/brown;Regular Infantry;Cold War Australia / UK (United Kingdom / Great Britain);;Obsolete
JK79;Fuseikihei 1900 (2nd Line / Light Infantry x3);blue/white;Regular Infantry;WW1 Japan;;Default
JK795;Royal Gurkhas 1976 (Mountain Infantry x3);khaki/olive/camo;Mountain Infantry;Cold War UK (United Kingdom / Great Britain);;Default
JK80;Sangaku Hohei 1900 (Mountain Infantry x3);blue/white;Mountain Infantry;WW1 Japan;;Default
JK800;Strelkovy 1950 + RPG-2 (AT Infantry x3);brown;AT Infantry;Cold War USSR (Soviet Union);;Default
JK81;Garde Civique 1900 (Militia Infantry x3);blue;Militia Infantry;WW1 Belgium;;Default
JK817;Pontoneros (Bridging Infantry x3);olive;Bridging Infantry;Cold War Argentina;;Obsolete
JK82;Eihei 1900 (Light Infantry x2);blue/white;Light Infantry;WW1 Japan;;Default
JK823;BM-13-16 Katyusha (ZiS-6);green;SPArty (missile) (6 wheels);WW2 / Cold War All Nations;ZIS-5;Juankar
JK824;BM-13-16 Katyusha (ZiS-6) (mod. JK823);brown;SPArty (missile) (6 wheels);WW2 / Cold War All Nations;ZIS-5;Juankar
JK825;BM-13-16 Katyusha (ZiS-6) (mod. JK823);sand;SPArty (missile) (6 wheels);WW2 / Cold War All Nations;ZIS-5;Juankar
JK826;M270 MLRS (mod. YA076);dark green;SPArty (missile) (track);Cold War All Nations;;Yakobinets
JK827;M270 MLRS (mod. JK826);brown;SPArty (missile) (track);Cold War All Nations;;Yakobinets
JK828;M270 MLRS (mod. JK826);sand;SPArty (missile) (track);Cold War All Nations;;Yakobinets
JK829;M270 MLRS (mod. PeG YA072);grey;SPArty (missile) (track);Cold War All Nations;;Yakobinets
JK83;Hei Kouhei 1900 (Bridging Infantry x3);blue/white;Bridging Infantry;WW1 Japan;;Default
JK830;122 mm BM-21 Grad (Ural 375);green;SPArty (missile) (6 wheels);Cold War All Nations;Ural 375;Juankar
JK831;122 mm BM-21 Grad (Ural 375) (mod. JK830);brown;SPArty (missile) (6 wheels);Cold War All Nations;Ural 375;Juankar
JK832;122 mm BM-21 Grad (Ural 375) (mod. JK830);sand;SPArty (missile) (6 wheels);Cold War All Nations;Ural 375;Juankar
JK833;Weishi 302 mm WS-1 (mod. YA104);green;SPArty (missile) (6 wheels);Cold War All Nations;;Yakobinets
JK834;Weishi 302 mm WS-1 (mod. JK833);brown;SPArty (missile) (6 wheels);Cold War All Nations;;Yakobinets
JK835;Weishi 302 mm WS-1 (mod. JK833);sand;SPArty (missile) (6 wheels);Cold War All Nations;;Yakobinets
JK836;220 mm BM-27 Uragan (ZIL-135) (mod. YA034);green;SPArty (missile) (8 wheels);Cold War All Nations;ZIL-135;Yakobinets
JK837;220 mm BM-27 Uragan (ZIL-135) (mod. JK836);brown;SPArty (missile) (8 wheels);Cold War All Nations;ZIL-135;Yakobinets
JK838;220 mm BM-27 Uragan (ZIL-135) (mod. JK836);sand;SPArty (missile) (8 wheels);Cold War All Nations;ZIL-135;Yakobinets
JK839;9A52-2 300 mm BM-30 Smerch (mod. YA033);green;SPArty (missile) (8 wheels);Cold War All Nations;MAZ-543;Yakobinets
JK84;Pionniers 1900 (Bridging Engineers x3);blue;Bridging Engineer Infantry;WW1 Belgium;;Default
JK840;9A52-2 300 mm BM-30 Smerch (mod. JK839);brown;SPArty (missile) (8 wheels);Cold War All Nations;MAZ-543;Yakobinets
JK841;9A52-2 300 mm BM-30 Smerch (mod. JK839);sand;SPArty (missile) (8 wheels);Cold War All Nations;MAZ-543;Yakobinets
JK842;Thunderbolt-2000 RT / LT-2000 (mod. YA254);green;SPArty (missile) (8 wheels);Cold War All Nations;;Yakobinets
JK843;Thunderbolt-2000 RT / LT-2000 (mod. JK842);brown;SPArty (missile) (8 wheels);Cold War All Nations;;Yakobinets
JK844;Thunderbolt-2000 RT / LT-2000 (mod. JK842);sand;SPArty (missile) (8 wheels);Cold War All Nations;;Yakobinets
JK845;M109A6 Paladin 155 mm SPH;green;SPArty (track);Cold War All Nations;M109;Default
JK846;M109A6 Paladin 155 mm SPH (mod. JK845);brown;SPArty (track);Cold War All Nations;M109;Default
JK847;M109A6 Paladin 155 mm SPH (mod. JK845);sand;SPArty (track);Cold War All Nations;M109;Default
